Title,Year,titleyear,AvgRating,MinAge,SuggestedPlayers,solo,two_player,log_playtime,AvgWeight
Doomtrooper,1994,Doomtrooper (1994),5.51138,10,2,FALSE,FALSE,4.0943445622221,2.1562
1001 Karawane,2007,1001 Karawane (2007),5.06923,10,3.5,FALSE,FALSE,4.0943445622221,1.8333
Neopets TCG,2003,Neopets TCG (2003),5.00746,8,2,FALSE,TRUE,2.995732273553991,1.4
Bus Stop,1996,Bus Stop (1996),4.4375,4,3,FALSE,FALSE,2.995732273553991,1
Personally Incorrect,2013,Personally Incorrect (2013),5.24691,18,5.5,FALSE,FALSE,3.4011973816621555,1
Triology,1994,Triology (1994),4.81182,8,4,FALSE,FALSE,4.0943445622221,1.8
Owzthat,0,Owzthat (0),4.81818,5,2,TRUE,FALSE,2.302585092994046,1
Monopoly: NASCAR,1997,Monopoly: NASCAR (1997),4.7945,8,5,FALSE,FALSE,4.787491742782046,2
Trivial Pursuit: 1980s,2000,Trivial Pursuit: 1980s (2000),5.27647,16,4.5,FALSE,FALSE,3.6888794541139363,2.0833
Kazaam Dice,2009,Kazaam Dice (2009),4.97917,6,3,FALSE,FALSE,2.70805020110221,1.25
Garçon,2007,Garçon (2007),4.96459,8,6,FALSE,FALSE,2.70805020110221,1
Trivial Pursuit: DVD,2005,Trivial Pursuit: DVD (2005),5.05556,12,4,FALSE,FALSE,4.499809670330265,1.7
The Lord of the Rings: The Battle for Middle-Earth,2012,The Lord of the Rings: The Battle for Middle-Earth (2012),5.23054,8,4,FALSE,FALSE,3.4011973816621555,1.125
Ren Faire,2009,Ren Faire (2009),5.26531,13,3.5,FALSE,FALSE,4.0943445622221,1.1667
"The Battle for Cassino: Assaulting the Gustav Line, 1944",1978,"The Battle for Cassino: Assaulting the Gustav Line, 1944 (1978)",5.21624,12,2,FALSE,TRUE,5.480638923341991,3.1765
Monopoly: Spongebob Squarepants,2005,Monopoly: Spongebob Squarepants (2005),5.44046,8,4,FALSE,FALSE,4.499809670330265,1.625
SharkPark,2005,SharkPark (2005),5.01634,8,2,FALSE,FALSE,3.5553480614894135,1.7778
Scrabble Card Game,1997,Scrabble Card Game (1997),5.32939,10,2,FALSE,FALSE,2.995732273553991,1.7333
Crystal Code,2006,Crystal Code (2006),4.84444,10,3.5,FALSE,FALSE,3.4011973816621555,1.5714
Relic Raiders: Haunted Ruins,2008,Relic Raiders: Haunted Ruins (2008),4.69556,6,4,FALSE,FALSE,2.995732273553991,1.3636
Fruttirelli,2007,Fruttirelli (2007),4.68636,4,3,FALSE,FALSE,3.4011973816621555,1
The Wheel of Time Collectible Card Game,2000,The Wheel of Time Collectible Card Game (2000),5.30887,10,4,FALSE,FALSE,4.0943445622221,2.8
Backwords,1988,Backwords (1988),4.92462,10,5,FALSE,FALSE,3.8066624897703196,1.4
Change!,1999,Change! (1999),5.29784,10,5,FALSE,FALSE,3.4011973816621555,1.2222
Die Erbtante,1997,Die Erbtante (1997),5.1835,10,4,FALSE,FALSE,3.4011973816621555,1.5833
Chaos Progenitus,1996,Chaos Progenitus (1996),5.09524,12,2,FALSE,FALSE,2.995732273553991,2.4444
Mausefalle,1980,Mausefalle (1980),4.63385,4,4.5,FALSE,FALSE,2.70805020110221,1
Bamboozle,1997,Bamboozle (1997),4.94357,18,16,FALSE,FALSE,3.8066624897703196,1.2
Monopoly: NHL,2001,Monopoly: NHL (2001),4.93425,8,5,FALSE,FALSE,4.787491742782046,1.8333
Trivial Pursuit: Young Players Edition Master Game,1984,Trivial Pursuit: Young Players Edition Master Game (1984),5.30371,7,6,FALSE,FALSE,4.499809670330265,1.9524
Stonehenge: An Anthology Board Game,2007,Stonehenge: An Anthology Board Game (2007),5.42449,10,4,FALSE,FALSE,4.0943445622221,2.193
Clown,1975,Clown (1975),4.60795,5,4,FALSE,FALSE,2.995732273553991,1
Bottlecap Vikings,2015,Bottlecap Vikings (2015),5.34346,8,3,FALSE,FALSE,2.70805020110221,1.7778
Spion & Spion,1987,Spion & Spion (1987),4.31,10,2,FALSE,FALSE,3.8066624897703196,1.6667
Peanut Butter & Jelly Card Game,1971,Peanut Butter & Jelly Card Game (1971),4.83,4,2,FALSE,FALSE,2.995732273553991,1
Atlantic Triangle,2010,Atlantic Triangle (2010),5.03714,13,2.5,FALSE,FALSE,4.499809670330265,2.3333
Made for Trade,1984,Made for Trade (1984),4.91204,7,3,FALSE,FALSE,4.0943445622221,1.75
Transformers Adventure Game,1984,Transformers Adventure Game (1984),4.39394,7,3,FALSE,FALSE,3.4011973816621555,1.75
Cat in The Hat:  I Can do that!,2007,Cat in The Hat:  I Can do that! (2007),5.13222,4,2.5,FALSE,FALSE,2.995732273553991,1
The London Game,1972,The London Game (1972),5.32754,7,4.5,FALSE,FALSE,3.4011973816621555,1.5294
Go Bananas!,2000,Go Bananas! (2000),4.87833,6,3.5,FALSE,FALSE,2.995732273553991,1
Trivial Pursuit: Genus IV,1996,Trivial Pursuit: Genus IV (1996),5.51022,15,4,FALSE,FALSE,4.499809670330265,1.8088
Skräll,2007,Skräll (2007),5.375,12,4,FALSE,FALSE,4.0943445622221,1.75
Hecho,2010,Hecho (2010),5.1905,8,4,FALSE,FALSE,2.995732273553991,1.3333
Poppa's Pizza Topple,1999,Poppa's Pizza Topple (1999),4.60405,3,3,FALSE,FALSE,2.302585092994046,1.1429
Mage Master,2005,Mage Master (2005),4.80814,12,6,FALSE,FALSE,5.480638923341991,2.1667
Snowball Fight,2002,Snowball Fight (2002),4.95769,6,6,FALSE,FALSE,2.995732273553991,1.0909
Tipsy Tower,1985,Tipsy Tower (1985),5.02963,5,3,FALSE,FALSE,2.70805020110221,1
Smokers Wild,1978,Smokers Wild (1978),5.02059,8,4,FALSE,FALSE,4.787491742782046,1.2
Bata-Waf,2006,Bata-Waf (2006),4.71951,3,2,FALSE,FALSE,2.70805020110221,1
Project Skyline,2004,Project Skyline (2004),5.18987,10,3,FALSE,FALSE,3.8066624897703196,1.8
The Merry Game of Floundering,1952,The Merry Game of Floundering (1952),4.42812,4,4,FALSE,FALSE,2.995732273553991,1
Monster 4,2009,Monster 4 (2009),5.18227,7,4,FALSE,FALSE,2.70805020110221,1.1111
La Grande Armee,1987,La Grande Armee (1987),5.13333,12,4,FALSE,FALSE,5.480638923341991,3.625
Simpsons Trading Card Game,2003,Simpsons Trading Card Game (2003),5.03788,10,4.5,FALSE,FALSE,2.995732273553991,1.4167
Mahjong Solitaire,1981,Mahjong Solitaire (1981),4.69,6,1,TRUE,FALSE,2.995732273553991,1.1667
Akkon: Machtkampf der Tempelritter,2007,Akkon: Machtkampf der Tempelritter (2007),5.09036,10,3.5,FALSE,FALSE,3.8066624897703196,2.625
Risk,1959,Risk (1959),5.57701,10,4,FALSE,FALSE,4.787491742782046,2.1074
Game of Crowns,2015,Game of Crowns (2015),4.94986,14,7,FALSE,FALSE,3.8066624897703196,2
CA,1973,CA (1973),5.17442,12,2,FALSE,TRUE,4.787491742782046,2.6154
Section X,2006,Section X (2006),5.07922,10,3,FALSE,FALSE,4.0943445622221,2
Farkle,1982,Farkle (1982),5.50204,8,3,FALSE,FALSE,3.4011973816621555,1.1239
The Game of Life in Monstropolis,2001,The Game of Life in Monstropolis (2001),4.50204,8,3,FALSE,FALSE,3.8066624897703196,1
Egyptians,2001,Egyptians (2001),4.3997,7,3,FALSE,FALSE,3.8066624897703196,1
Take Off!,1987,Take Off! (1987),5.20776,6,4,FALSE,FALSE,4.0943445622221,1.2857
Monopoly: Family Guy,2006,Monopoly: Family Guy (2006),4.99254,8,4,FALSE,FALSE,4.787491742782046,2.3333
Anera's Arena,2001,Anera's Arena (2001),4.41333,8,4,FALSE,FALSE,3.4011973816621555,1.75
Abetto,2010,Abetto (2010),5.16304,12,3,FALSE,FALSE,4.0943445622221,2.375
Princess Ryan's Star Marines,1997,Princess Ryan's Star Marines (1997),5.31929,10,3,TRUE,FALSE,4.787491742782046,2.4583
L-Game,1968,L-Game (1968),5.05579,6,2,FALSE,TRUE,2.302585092994046,2.0909
Solo Dungeon Bash,2007,Solo Dungeon Bash (2007),4.70784,10,1,TRUE,FALSE,2.995732273553991,1.125
Monopoly: Hong Kong,1997,Monopoly: Hong Kong (1997),4.5122,8,5,FALSE,FALSE,4.787491742782046,2
Close Encounters of the Third Kind,1978,Close Encounters of the Third Kind (1978),4.72857,8,2,FALSE,FALSE,2.995732273553991,1
Tell Me: The Grand Quiz Game,1933,Tell Me: The Grand Quiz Game (1933),5.23977,6,5,FALSE,FALSE,2.995732273553991,1.1538
Don Peperoni,2006,Don Peperoni (2006),4.84407,8,5,FALSE,FALSE,3.8066624897703196,1.7778
Log Jam,2008,Log Jam (2008),5.15169,4,3,TRUE,FALSE,2.995732273553991,1.375
Pokémon Jr. Adventure Game: Pokémon Emergency!,2000,Pokémon Jr. Adventure Game: Pokémon Emergency! (2000),4.95593,6,4,FALSE,FALSE,3.4011973816621555,1.2857
Galactic Empires,1994,Galactic Empires (1994),5.25074,10,3,FALSE,FALSE,3.8066624897703196,2.4211
Banana Express,2005,Banana Express (2005),4.43529,4,3,FALSE,FALSE,3.4011973816621555,1
Weltreise,1930,Weltreise (1930),4.95417,10,4,FALSE,FALSE,3.8066624897703196,1
Oi! Dat's My Leg!,1989,Oi! Dat's My Leg! (1989),4.47558,7,4,FALSE,FALSE,3.4011973816621555,1
Up & Down,1996,Up & Down (1996),4.63182,10,4,FALSE,FALSE,4.0943445622221,1
Dream Team,1997,Dream Team (1997),4.96364,12,4,FALSE,FALSE,3.4011973816621555,1.7273
Star of the Guardians,1995,Star of the Guardians (1995),4.3503,10,2,FALSE,TRUE,2.995732273553991,2
Unusual Suspects,2009,Unusual Suspects (2009),4.73469,8,3,FALSE,FALSE,2.302585092994046,1
Rock Paper Scissors Lizard Spock Dice,2012,Rock Paper Scissors Lizard Spock Dice (2012),4.72264,6,4,FALSE,FALSE,0,1.2
Safari Jack,1998,Safari Jack (1998),5.34699,10,3,FALSE,FALSE,3.4011973816621555,1.4231
Mad Zeppelin,2010,Mad Zeppelin (2010),5.30764,10,5.5,FALSE,FALSE,4.0943445622221,1.9167
Master of Movies,2005,Master of Movies (2005),4.96176,10,4,FALSE,FALSE,3.8066624897703196,1.3333
Monopoly: 60th Anniversary Edition (1935-1995),1995,Monopoly: 60th Anniversary Edition (1935-1995) (1995),5.25109,8,5,FALSE,FALSE,5.19295685089021,1.8182
Inferno,1996,Inferno (1996),4.87266,12,2,FALSE,FALSE,4.787491742782046,2.7778
Black Molly,2004,Black Molly (2004),4.37353,8,3.5,FALSE,FALSE,3.4011973816621555,1.75
Racer Knights of Falconus,2005,Racer Knights of Falconus (2005),4.98649,10,4.5,FALSE,FALSE,3.4011973816621555,1.7273
Touché,1979,Touché (1979),5.37152,8,2,FALSE,FALSE,3.4011973816621555,1.375
Dao,1999,Dao (1999),5.31559,5,2,FALSE,TRUE,2.302585092994046,1.5294
Four Real,1999,Four Real (1999),4.7451,10,2,FALSE,TRUE,4.0943445622221,2.3333
Vampire: Dark Influences,2006,Vampire: Dark Influences (2006),5.36744,12,4,FALSE,FALSE,4.0943445622221,1.8421
Dog Eat Dog,1999,Dog Eat Dog (1999),5.26417,12,4,FALSE,FALSE,4.499809670330265,2.4
Star Wars Galactic Heroes Game,2008,Star Wars Galactic Heroes Game (2008),4.32949,6,2,FALSE,TRUE,2.70805020110221,1
Like: The Social Game,2012,Like: The Social Game (2012),5.94298,10,5,FALSE,FALSE,3.4011973816621555,1.7143
Vantage,1985,Vantage (1985),4.28788,9,3,FALSE,FALSE,3.4011973816621555,1
WFF 'N PROOF,1962,WFF 'N PROOF (1962),4.76316,6,2,FALSE,FALSE,3.8066624897703196,3.8889
Monopoly Town,2007,Monopoly Town (2007),4.25806,4,3,FALSE,FALSE,2.995732273553991,1
Gay Monopoly,1983,Gay Monopoly (1983),3.75854,18,4,FALSE,FALSE,5.19295685089021,3.4
Paladin,2004,Paladin (2004),4.704,10,3.5,FALSE,FALSE,2.995732273553991,1.2857
Ali Baba,2002,Ali Baba (2002),5.12364,5,3,FALSE,FALSE,3.4011973816621555,1
Express Monopoly Card Game,1993,Express Monopoly Card Game (1993),5.05851,8,3,FALSE,FALSE,2.995732273553991,1.125
Squillo,2012,Squillo (2012),5.04607,18,4,FALSE,FALSE,3.4011973816621555,1.8333
Qubic,1947,Qubic (1947),5.22276,10,2,FALSE,FALSE,2.70805020110221,1.6667
Mountaineering,1973,Mountaineering (1973),4.40278,7,4,TRUE,FALSE,3.8066624897703196,1.2
Raid!,1977,Raid! (1977),5.31731,12,2,FALSE,TRUE,5.480638923341991,2.6364
Touring,1906,Touring (1906),5.23065,8,4,FALSE,FALSE,3.4011973816621555,1.25
Zingo!,2002,Zingo! (2002),5.34729,4,4,FALSE,FALSE,1.6094379124341003,1
Star Quest,1995,Star Quest (1995),4.19822,10,2,FALSE,FALSE,3.4011973816621555,1.75
Krull,1983,Krull (1983),4.93714,10,3,FALSE,FALSE,3.8066624897703196,1.5556
"You Gotta Be Kidding! The Crazy Game of ""Would You Rather...?""",2004,"You Gotta Be Kidding! The Crazy Game of ""Would You Rather...?"" (2004)",4.51951,7,2,FALSE,TRUE,3.4011973816621555,1
Dice Devils,2013,Dice Devils (2013),5.06993,8,4,FALSE,FALSE,3.4011973816621555,1.25
Zombies!!! Roll Them Bones!,2013,Zombies!!! Roll Them Bones! (2013),4.67097,13,4,FALSE,FALSE,2.70805020110221,1.1111
Gone Fishing!,2005,Gone Fishing! (2005),5.34675,10,2,FALSE,TRUE,3.6888794541139363,1.3409
Frogger,1981,Frogger (1981),4.74,7,2,FALSE,TRUE,2.302585092994046,1.4
Capt'n W. Kidd,2004,Capt'n W. Kidd (2004),4.87031,9,2,FALSE,FALSE,2.70805020110221,2
Doctor Who: Battle for the Universe,1989,Doctor Who: Battle for the Universe (1989),4.31757,10,3,FALSE,FALSE,3.8066624897703196,1
Cargo,2004,Cargo (2004),5.11186,10,2,FALSE,FALSE,3.8066624897703196,1.7368
Mmm ... Brains!,2006,Mmm ... Brains! (2006),5.34716,6,5,FALSE,FALSE,2.70805020110221,1.0652
The Tower of Mystery,2009,The Tower of Mystery (2009),4.8775,8,4,FALSE,FALSE,3.4011973816621555,2
POOP: The Game,2014,POOP: The Game (2014),5.31419,5,4.5,FALSE,FALSE,2.70805020110221,1.1429
Word Mastermind,1972,Word Mastermind (1972),4.99333,12,2,FALSE,TRUE,2.302585092994046,1.6667
Word Power,1963,Word Power (1963),4.59444,10,5,FALSE,FALSE,4.0943445622221,1.25
Birds on a Wire,2009,Birds on a Wire (2009),5.28482,8,4,FALSE,FALSE,2.995732273553991,1.5263
Down Fall,1970,Down Fall (1970),5.40635,7,2,FALSE,TRUE,3.4011973816621555,1.1698
Vegas,1996,Vegas (1996),4.97108,12,3,FALSE,FALSE,4.0943445622221,1.4545
The Princess Bride: Storming the Castle,2008,The Princess Bride: Storming the Castle (2008),5.27121,8,4,FALSE,FALSE,3.4011973816621555,1.3571
Alibi,1993,Alibi (1993),5.42561,10,4,FALSE,FALSE,3.8066624897703196,1.8163
Army vs. Aliens,2012,Army vs. Aliens (2012),5.16604,8,2,FALSE,TRUE,2.70805020110221,1.2105
Clue Jr.: The Case of the Missing Cake,2003,Clue Jr.: The Case of the Missing Cake (2003),5.32439,5,4,FALSE,FALSE,3.4011973816621555,1.2632
The Wonderful World of Disney Trivia Game,1997,The Wonderful World of Disney Trivia Game (1997),5.22444,6,2,FALSE,FALSE,3.8066624897703196,1.5333
Let's Kill,1997,Let's Kill (1997),5.40826,18,4,FALSE,FALSE,2.995732273553991,1.3333
"Remagen: Bridgehead on the Rhine, March 1945",1976,"Remagen: Bridgehead on the Rhine, March 1945 (1976)",4.16176,12,2,FALSE,TRUE,4.787491742782046,2.25
Jaws,1975,Jaws (1975),5.06842,5,3,FALSE,FALSE,3.8066624897703196,1.2
Test Match,1955,Test Match (1955),4.36777,8,2,TRUE,FALSE,3.4011973816621555,1
Masters of the Universe,1984,Masters of the Universe (1984),4.45312,6,3,FALSE,FALSE,4.0943445622221,1.1429
Goosebumps: Terror in the Graveyard Game,1995,Goosebumps: Terror in the Graveyard Game (1995),5.30648,7,4,FALSE,FALSE,3.8066624897703196,1.2
Monopoly Junior: Party,2011,Monopoly Junior: Party (2011),4,5,3.5,FALSE,FALSE,2.995732273553991,1
Banzai,2006,Banzai (2006),4.86154,16,4,FALSE,FALSE,3.8066624897703196,1.2
Star Trek: The Next Generation Collectible Dice Game,1996,Star Trek: The Next Generation Collectible Dice Game (1996),5.18383,10,2,FALSE,TRUE,3.8066624897703196,2.1429
Maxi Yatzy,0,Maxi Yatzy (0),5.18716,6,2,TRUE,FALSE,3.4011973816621555,1
Colorio,2004,Colorio (2004),4.84219,8,2,FALSE,FALSE,2.70805020110221,1.2
Colossal Cave: The Board Game,2013,Colossal Cave: The Board Game (2013),4.99571,12,3,FALSE,FALSE,4.0943445622221,1.6667
Planet Earth DVD Game,2008,Planet Earth DVD Game (2008),4.17714,8,2,FALSE,FALSE,3.4011973816621555,2
Captain Bones Gold,2005,Captain Bones Gold (2005),4.82037,6,4,FALSE,FALSE,3.4011973816621555,1.2
Sixmix,1999,Sixmix (1999),4.81373,8,4,FALSE,FALSE,2.995732273553991,1.1429
Overthrone,1999,Overthrone (1999),5.32019,12,4.5,FALSE,FALSE,4.499809670330265,2.0952
Jenga Xtreme,2003,Jenga Xtreme (2003),5.22848,8,5,FALSE,FALSE,2.995732273553991,1.1111
Phantom Rallye,2003,Phantom Rallye (2003),4.92027,5,3.5,FALSE,FALSE,3.4011973816621555,1.375
Martinis & Men,2007,Martinis & Men (2007),4.94662,25,7,FALSE,FALSE,2.995732273553991,1
Brillance,2006,Brillance (2006),4.60667,10,6,FALSE,FALSE,4.0943445622221,2.1429
Xena: Warrior Princess CCG,1998,Xena: Warrior Princess CCG (1998),5.01818,10,2,FALSE,FALSE,2.302585092994046,1
Blue Marble,1982,Blue Marble (1982),4.81695,8,2,FALSE,FALSE,4.499809670330265,1.4286
The Lion King,1993,The Lion King (1993),4.68077,8,4,FALSE,FALSE,2.302585092994046,1
Chicken of the Sea,1994,Chicken of the Sea (1994),4.41667,10,2,FALSE,TRUE,4.0943445622221,2.5
Impact,2003,Impact (2003),4.30588,8,2,FALSE,TRUE,3.4011973816621555,2
Shifti,1977,Shifti (1977),4.48607,8,3,FALSE,FALSE,3.4011973816621555,1
Ein Arsch kommt selten allein,2001,Ein Arsch kommt selten allein (2001),4.82619,12,3,FALSE,FALSE,3.4011973816621555,1
Stampede!,2003,Stampede! (2003),4.49545,6,3.5,FALSE,FALSE,2.302585092994046,1
Shadowrun: DMZ Downtown Militarized Zone,1990,Shadowrun: DMZ Downtown Militarized Zone (1990),5.09901,12,2,FALSE,TRUE,3.4011973816621555,2.5
Monopoly: Canadian Edition,1982,Monopoly: Canadian Edition (1982),4.94922,8,5,FALSE,FALSE,5.19295685089021,1.3333
Pirate Code,2009,Pirate Code (2009),5.1065,8,4,FALSE,FALSE,2.70805020110221,1.4
Voodoo Mania,2013,Voodoo Mania (2013),5.15643,7,4,FALSE,FALSE,2.995732273553991,1.375
Tank! Armored Combat in the 20th Century,1974,Tank! Armored Combat in the 20th Century (1974),4.96081,12,2,FALSE,TRUE,4.499809670330265,2.8182
Tomb of Doom,1999,Tomb of Doom (1999),4.48929,7,3,FALSE,FALSE,3.8066624897703196,1.25
Monopoly Empire,2013,Monopoly Empire (2013),5.35008,8,4,FALSE,FALSE,4.499809670330265,1.2609
Man Laws and Woman Rules,2007,Man Laws and Woman Rules (2007),4.28485,18,6,FALSE,FALSE,4.0943445622221,1
Risk: Transformers - Cybertron Battle Edition,2007,Risk: Transformers - Cybertron Battle Edition (2007),5.34249,10,4,FALSE,FALSE,4.787491742782046,1.8125
Black Stories: Das Spiel,2008,Black Stories: Das Spiel (2008),4.55463,12,6.5,FALSE,FALSE,5.402677381872279,1.3333
Bedpans & Broomsticks,2014,Bedpans & Broomsticks (2014),4.80303,8,4,FALSE,FALSE,4.0943445622221,2
Hero: Immortal King – The Lair of the Lich,2007,Hero: Immortal King – The Lair of the Lich (2007),5.2638,9,1,TRUE,FALSE,3.4011973816621555,1.5294
Ani-Mayhem,1996,Ani-Mayhem (1996),5.08229,10,2,TRUE,FALSE,3.8066624897703196,2.5
Top Dogs,2005,Top Dogs (2005),5.19054,8,3.5,FALSE,FALSE,2.995732273553991,1.0667
York Town,1981,York Town (1981),4.72075,12,2,FALSE,FALSE,5.480638923341991,3.1667
Operation Cannibal,1996,Operation Cannibal (1996),4.87698,12,1.5,FALSE,TRUE,5.19295685089021,2.3333
King's Bounty,2012,King's Bounty (2012),4.13065,8,2,FALSE,FALSE,3.4011973816621555,1
Alpha Omega,1977,Alpha Omega (1977),5.20801,12,2,FALSE,FALSE,4.787491742782046,3
Trivial Pursuit: DVD Pop Culture 2,2005,Trivial Pursuit: DVD Pop Culture 2 (2005),5.15458,16,3,FALSE,FALSE,3.4011973816621555,1.5455
Waterworks,1972,Waterworks (1972),5.45746,8,3,FALSE,FALSE,3.4011973816621555,1.2157
The Hunger Games: Jabberjay Card Game,2012,The Hunger Games: Jabberjay Card Game (2012),4.89338,14,9,FALSE,FALSE,3.4011973816621555,1.5
Battleship: The Tactical Combat Game,2008,Battleship: The Tactical Combat Game (2008),5.0535,7,2,FALSE,TRUE,2.70805020110221,1.4286
Social Network,2013,Social Network (2013),4.35,8,3,FALSE,FALSE,3.4011973816621555,1
He & She,0,He & She (0),4.73276,18,3,FALSE,FALSE,3.8066624897703196,1
Mystery Garden,1989,Mystery Garden (1989),5.13985,4,2,FALSE,FALSE,3.4011973816621555,1.0667
Casanova,2004,Casanova (2004),4.73881,10,4,FALSE,FALSE,2.995732273553991,1
Clue Jr.: Case of The Missing Pet,1989,Clue Jr.: Case of The Missing Pet (1989),4.61707,6,4,TRUE,FALSE,2.995732273553991,1.25
The Allowance Game,1979,The Allowance Game (1979),4.25,6,3,FALSE,FALSE,3.4011973816621555,1
"Win, Lose, or Banana",2009,"Win, Lose, or Banana (2009)",5.43213,4,3,FALSE,FALSE,0,1.0185
White Stories,2009,White Stories (2009),5.04931,8,2,FALSE,FALSE,3.8066624897703196,1
U-Build Monopoly,2010,U-Build Monopoly (2010),5.3041,8,4,FALSE,FALSE,3.4011973816621555,1.8621
Dream Heist,2014,Dream Heist (2014),4.35938,13,3.5,FALSE,FALSE,4.0943445622221,2
Confusion,2000,Confusion (2000),5.36752,10,4.5,FALSE,FALSE,2.995732273553991,1.3333
Tintin,1987,Tintin (1987),4.91013,8,2,FALSE,FALSE,3.8066624897703196,1.25
Hagbards plundringsresa,1990,Hagbards plundringsresa (1990),4.58333,8,5,FALSE,FALSE,4.0943445622221,1.2
Origins,1995,Origins (1995),4.87971,12,4.5,FALSE,FALSE,3.4011973816621555,1.1429
UWO,2004,UWO (2004),5.2834,10,2,FALSE,TRUE,3.8066624897703196,1.7143
Fantomen,1984,Fantomen (1984),4.75,8,3.5,FALSE,FALSE,4.0943445622221,2
Horse Show,1997,Horse Show (1997),5.19021,8,3,FALSE,FALSE,3.4011973816621555,1
Westminster,1983,Westminster (1983),4.579,11,3,FALSE,FALSE,4.787491742782046,2
Jenga: Tetris,2013,Jenga: Tetris (2013),5.03067,8,2,TRUE,FALSE,2.995732273553991,1.5
Public Assistance,1980,Public Assistance (1980),4.59184,18,4,FALSE,FALSE,4.499809670330265,1.6667
Jeopardy! Simpsons Edition,2003,Jeopardy! Simpsons Edition (2003),4.84667,12,3.5,FALSE,FALSE,3.8066624897703196,1.25
Take the Train,2007,Take the Train (2007),5.10116,7,4,FALSE,FALSE,3.4011973816621555,1.2143
The Stock Market Game,1970,The Stock Market Game (1970),5.26648,10,6,TRUE,FALSE,4.0943445622221,2.04
Knights of the Rainbow,1999,Knights of the Rainbow (1999),4.77344,10,4,FALSE,FALSE,3.8066624897703196,1.2
Blind Justice,1989,Blind Justice (1989),4.76615,12,6,FALSE,FALSE,4.499809670330265,1.6429
Coup,1991,Coup (1991),4.96538,12,2,FALSE,TRUE,4.0943445622221,1.8571
Lift Off,2000,Lift Off (2000),5.1711,8,3,FALSE,FALSE,3.4011973816621555,1.4167
Dschungel,1999,Dschungel (1999),4.7069,10,3,FALSE,FALSE,3.4011973816621555,1.75
Harvest Time,1980,Harvest Time (1980),4.69074,3,3,FALSE,FALSE,3.4011973816621555,1
The Grape Escape,1992,The Grape Escape (1992),5.25328,5,3,FALSE,FALSE,2.995732273553991,1.25
Harry Potter and the Sorcerer's Stone   Mystery at Hogwarts Game,2000,Harry Potter and the Sorcerer's Stone   Mystery at Hogwarts Game (2000),5.41038,8,4,FALSE,FALSE,3.4011973816621555,1.5714
Bible Trivia,1985,Bible Trivia (1985),5.01633,8,4.5,FALSE,FALSE,4.0943445622221,1.7
Ebola Monkey Hunt,1998,Ebola Monkey Hunt (1998),5.11033,12,4.5,FALSE,FALSE,4.0943445622221,1.4444
The Lord of the Rings: The Fellowship of the Ring Board Game,2002,The Lord of the Rings: The Fellowship of the Ring Board Game (2002),4.20263,8,4,FALSE,FALSE,4.499809670330265,1.3333
Haunted Wood,1974,Haunted Wood (1974),4.67926,5,3,FALSE,FALSE,2.995732273553991,1.2222
Marco Polo,1983,Marco Polo (1983),5.0566,8,2,FALSE,FALSE,4.0943445622221,1.7333
Paw Patrol Adventure Game,2014,Paw Patrol Adventure Game (2014),3.98333,4,4,FALSE,FALSE,2.995732273553991,1
Battle Cattle: The Card Game,2001,Battle Cattle: The Card Game (2001),5.29589,10,3.5,FALSE,FALSE,3.4011973816621555,1.2759
Ogre Bash,2004,Ogre Bash (2004),4.11111,8,4,FALSE,FALSE,3.4011973816621555,1
Monopoly Revolution,2010,Monopoly Revolution (2010),5.07228,8,3,FALSE,FALSE,4.0943445622221,1.5556
Operation Felix,1992,Operation Felix (1992),4.72167,12,1,TRUE,FALSE,4.499809670330265,2.4286
Arabian Nightmare: The Kuwait War,1990,Arabian Nightmare: The Kuwait War (1990),4.9925,12,2.5,FALSE,FALSE,5.886104031450156,3.7059
3D Labyrinth,2002,3D Labyrinth (2002),5.13583,5,4,FALSE,FALSE,3.4011973816621555,1.0625
Star Wars: Escape the Death Star Action Figure Game,1998,Star Wars: Escape the Death Star Action Figure Game (1998),4.67544,6,3,FALSE,FALSE,2.995732273553991,1.2
Holy War,1979,Holy War (1979),5.00444,12,2,FALSE,TRUE,4.499809670330265,2.0667
Snap: The Interlocking Dragon-Making Game,2002,Snap: The Interlocking Dragon-Making Game (2002),5.25995,6,3,TRUE,FALSE,2.995732273553991,1.2857
Cranium Conga,2003,Cranium Conga (2003),5.22809,8,4.5,FALSE,FALSE,3.4011973816621555,1.2727
En Busca Del Imperio Cobra,1981,En Busca Del Imperio Cobra (1981),5.35458,9,4,FALSE,FALSE,3.4011973816621555,1.3077
Wiochmen Wesele,2011,Wiochmen Wesele (2011),4.17027,15,3.5,FALSE,FALSE,3.8066624897703196,2
On Assignment with National Geographic,1990,On Assignment with National Geographic (1990),4.9538,8,3,FALSE,FALSE,4.0943445622221,1.4
Three Men's Morris,-1400,Three Men's Morris (-1400),4.47356,5,2,FALSE,TRUE,1.6094379124341003,1.25
UNO Stacko,1994,UNO Stacko (1994),5.37851,8,3.5,FALSE,FALSE,2.995732273553991,1.1282
Tumblin' Monkeys,1999,Tumblin' Monkeys (1999),5.4023,5,3,FALSE,FALSE,2.70805020110221,1
Pictureka!,2006,Pictureka! (2006),5.41273,6,4,FALSE,FALSE,3.4011973816621555,1.1379
Monopoly: Cars 2 Edition,2011,Monopoly: Cars 2 Edition (2011),4.31538,5,3.5,FALSE,FALSE,3.4011973816621555,1.75
